韻字,聲調,序號,韻名,韻碼,注釋
襠,平聲,下七,陽,22,
禳,平聲,下七,陽,22,
麞,平聲,下七,陽,22,
獐,平聲,下七,陽,22,
倀,平聲,下七,陽,22,
螗,平聲,下七,陽,22,
螂,平聲,下七,陽,22,
尪,平聲,下七,陽,22,
創,平聲,下七,陽,22,傷也
刱,平聲,下七,陽,22,傷也
枋,平聲,下七,陽,22,
泱,平聲,下七,陽,22,
嬙,平聲,下七,陽,22,
孀,平聲,下七,陽,22,
薌,平聲,下七,陽,22,
勷,平聲,下七,陽,22,
湟,平聲,下七,陽,22,
糖,平聲,下七,陽,22,
娼,平聲,下七,陽,22,
鶬,平聲,下七,陽,22,
硠,平聲,下七,陽,22,
踉,平聲,下七,陽,22,
纕,平聲,下七,陽,22,
斨,平聲,下七,陽,22,
眶,平聲,下七,陽,22,
愴,平聲,下七,陽,22,悲也
鎗,平聲,下七,陽,22,
樟,平聲,下七,陽,22,
盲,平聲,下七,陽,22,
滄,平聲,下七,陽,22,
橫,平聲,下七,陽,22,
逢,平聲,下七,陽,22,音房
稂,平聲,下七,陽,22,
贜,平聲,下七,陽,22,
賍,平聲,下七,陽,22,
筤,平聲,下七,陽,22,
霶,平聲,下七,陽,22,
蹡,平聲,下七,陽,22,
佯,平聲,下七,陽,22,
瘍,平聲,下七,陽,22,
蔣,平聲,下七,陽,22,苽蔣
慶,平聲,下七,陽,22,福也
殭,平聲,下七,陽,22,
瓤,平聲,下七,陽,22,
卬,平聲,下七,陽,22,
鏜,平聲,下七,陽,22,
雱,平聲,下七,陽,22,
鐺,平聲,下七,陽,22,鋃鐺
障,平聲,下七,陽,22,
幫,平聲,下七,陽,22,
幇,平聲,下七,陽,22,
洸,平聲,下七,陽,22,
蜣,平聲,下七,陽,22,
罡,平聲,下七,陽,22,
粻,平聲,下七,陽,22,
螳,平聲,下七,陽,22,
膛,平聲,下七,陽,22,
牂,平聲,下七,陽,22,
餭,平聲,下七,陽,22,
艙,平聲,下七,陽,22,
碭,平聲,下七,陽,22,
慌,平聲,下七,陽,22,
桹,平聲,下七,陽,22,
鞅,平聲,下七,陽,22,馬頸革
搪,平聲,下七,陽,22,
鑲,平聲,下七,陽,22,
偟,平聲,下七,陽,22,
菖,平聲,下七,陽,22,
杗,平聲,下七,陽,22,
肮,平聲,下七,陽,22,
膀,平聲,下七,陽,22,
煬,平聲,下七,陽,22,
萇,平聲,下七,陽,22,
瑲,平聲,下七,陽,22,
鱨,平聲,下七,陽,22,
亢,平聲,下七,陽,22,人頸也
忼,平聲,下七,陽,22,同慷
鰉,平聲,下七,陽,22,
礓,平聲,下七,陽,22,
鍚,平聲,下七,陽,22,
桁,平聲,下七,陽,22,
痒,平聲,下七,陽,22,病也
鄣,平聲,下七,陽,22,
磅,平聲,下七,陽,22,
喤,平聲,下七,陽,22,
輬,平聲,下七,陽,22,
磺,平聲,下七,陽,22,
堈,平聲,下七,陽,22,
罁,平聲,下七,陽,22,
嫦,平聲,下七,陽,22,
堭,平聲,下七,陽,22,
瑭,平聲,下七,陽,22,
鴹,平聲,下七,陽,22,
样,平聲,下七,陽,22,槌也
恇,平聲,下七,陽,22,
框,平聲,下七,陽,22,
迒,平聲,下七,陽,22,
鍠,平聲,下七,陽,22,
廧,平聲,下七,陽,22,
鞺,平聲,下七,陽,22,
鯧,平聲,下七,陽,22,
搶,平聲,下七,陽,22,突也
鬺,平聲,下七,陽,22,
蚄,平聲,下七,陽,22,
鉠,平聲,下七,陽,22,
鬤,平聲,下七,陽,22,
崀,平聲,下七,陽,22,
傏,平聲,下七,陽,22,
艡,平聲,下七,陽,22,
笐,平聲,下七,陽,22,
徬,平聲,下七,陽,22,與傍通
戧,平聲,下七,陽,22,
莨,平聲,下七,陽,22,
薔,平聲,下七,陽,22,同蘠，薔薇
軖,平聲,下七,陽,22,
蟷,平聲,下七,陽,22,
瑒,平聲,下七,陽,22,
桄,平聲,下七,陽,22,桄榔
螃,平聲,下七,陽,22,
畺,平聲,下七,陽,22,
煻,平聲,下七,陽,22,
鼚,平聲,下七,陽,22,
烊,平聲,下七,陽,22,
嶈,平聲,下七,陽,22,
洭,平聲,下七,陽,22,
胱,平聲,下七,陽,22,
趪,平聲,下七,陽,22,
蝪,平聲,下七,陽,22,
衁,平聲,下七,陽,22,
熿,平聲,下七,陽,22,
薚,平聲,下七,陽,22,
枊,平聲,下七,陽,22,
彭,平聲,下七,陽,22,多貌
昜,平聲,下七,陽,22,
漒,平聲,下七,陽,22,
蘉,平聲,下七,陽,22,
媓,平聲,下七,陽,22,
蕩,平聲,下七,陽,22,地名，水名
蘯,平聲,下七,陽,22,地名，水名
葟,平聲,下七,陽,22,
彺,平聲,下七,陽,22,
燙,平聲,下七,陽,22,
啷,平聲,下七,陽,22,
嗆,平聲,下七,陽,22,
彷,平聲,下七,陽,22,
溏,平聲,下七,陽,22,
囔,平聲,下七,陽,22,
鎊,平聲,下七,陽,22,
饟,平聲,下七,陽,22,
蹚,平聲,下七,陽,22,
鰟,平聲,下七,陽,22,
闛,平聲,下七,陽,22,
鋃,平聲,下七,陽,22,
踼,平聲,下七,陽,22,
劻,平聲,下七,陽,22,
爿,平聲,下七,陽,22,
𤕪,平聲,下七,陽,22,
篣,平聲,下七,陽,22,
傽,平聲,下七,陽,22,
躟,平聲,下七,陽,22,
俍,平聲,下七,陽,22,
蘠,平聲,下七,陽,22,
蟥,平聲,下七,陽,22,
儴,平聲,下七,陽,22,
餦,平聲,下七,陽,22,
徜,平聲,下七,陽,22,
橿,平聲,下七,陽,22,
椋,平聲,下七,陽,22,
蠰,平聲,下七,陽,22,
嫏,平聲,下七,陽,22,
樘,平聲,下七,陽,22,
棡,平聲,下七,陽,22,
抰,平聲,下七,陽,22,
槺,平聲,下七,陽,22,
蛘,平聲,下七,陽,22,
魧,平聲,下七,陽,22,
滳,平聲,下七,陽,22,
慞,平聲,下七,陽,22,
癀,平聲,下七,陽,22,
篬,平聲,下七,陽,22,
韹,平聲,下七,陽,22,
蓈,平聲,下七,陽,22,
筕,平聲,下七,陽,22,
黆,平聲,下七,陽,22,
蘘,平聲,下七,陽,22,
葙,平聲,下七,陽,22,
螪,平聲,下七,陽,22,
欀,平聲,下七,陽,22,
牄,平聲,下七,陽,22,
翞,平聲,下七,陽,22,
姎,平聲,下七,陽,22,
朚,平聲,下七,陽,22,
鴋,平聲,下七,陽,22,
弜,平聲,下七,陽,22,
蚟,平聲,下七,陽,22,
匨,平聲,下七,陽,22,
躴,平聲,下七,陽,22,
蓎,平聲,下七,陽,22,
磄,平聲,下七,陽,22,
蔃,平聲,下七,陽,22,
鷬,平聲,下七,陽,22,
珖,平聲,下七,陽,22,
蔏,平聲,下七,陽,22,
垟,平聲,下七,陽,22,
犅,平聲,下七,陽,22,
鱂,平聲,下七,陽,22,
禓,平聲,下七,陽,22,
胦,平聲,下七,陽,22,
鎕,平聲,下七,陽,22,
汸,平聲,下七,陽,22,
裮,平聲,下七,陽,22,
佒,平聲,下七,陽,22,
砊,平聲,下七,陽,22,
篖,平聲,下七,陽,22,
鶶,平聲,下七,陽,22,
傹,平聲,下七,陽,22,
錆,平聲,下七,陽,22,
茪,平聲,下七,陽,22,
忀,平聲,下七,陽,22,
琩,平聲,下七,陽,22,
躿,平聲,下七,陽,22,
烺,平聲,下七,陽,22,
矘,平聲,下七,陽,22,
尙,平聲,下七,陽,22,尙書
膷,平聲,下七,陽,22,
瑺,平聲,下七,陽,22,
綡,平聲,下七,陽,22,
莣,平聲,下七,陽,22,
邼,平聲,下七,陽,22,
獚,平聲,下七,陽,22,
哴,平聲,下七,陽,22,
鄌,平聲,下七,陽,22,
鱆,平聲,下七,陽,22,
恾,平聲,下七,陽,22,
邟,平聲,下七,陽,22,
崲,平聲,下七,陽,22,
撗,平聲,下七,陽,22,
咉,平聲,下七,陽,22,
粇,平聲,下七,陽,22,
埅,平聲,下七,陽,22,
騜,平聲,下七,陽,22,
欴,平聲,下七,陽,22,
瓺,平聲,下七,陽,22,
氜,平聲,下七,陽,22,
瓨,平聲,下七,陽,22,
炚,平聲,下七,陽,22,
榶,平聲,下七,陽,22,
妔,平聲,下七,陽,22,
艆,平聲,下七,陽,22,
垙,平聲,下七,陽,22,
羘,平聲,下七,陽,22,
霷,平聲,下七,陽,22,
嵢,平聲,下七,陽,22,
珜,平聲,下七,陽,22,
絴,平聲,下七,陽,22,
漮,平聲,下七,陽,22,
詤,平聲,下七,陽,22,
瑝,平聲,下七,陽,22,
蚢,平聲,下七,陽,22,
縍,平聲,下七,陽,22,
匚,平聲,下七,陽,22,
硄,平聲,下七,陽,22,
僙,平聲,下七,陽,22,
岇,平聲,下七,陽,22,
鼞,平聲,下七,陽,22,
凔,平聲,下七,陽,22,
鵟,平聲,下七,陽,22,
盳,平聲,下七,陽,22,
逿,平聲,下七,陽,22,
糃,平聲,下七,陽,22,
牨,平聲,下七,陽,22,
梉,平聲,下七,陽,22,
鑶,平聲,下七,陽,22,
謒,平聲,下七,陽,22,
皀,平聲,下七,陽,22,
暲,平聲,下七,陽,22,
橖,平聲,下七,陽,22,
鈁,平聲,下七,陽,22,
穔,平聲,下七,陽,22,
吂,平聲,下七,陽,22,
闣,平聲,下七,陽,22,
禟,平聲,下七,陽,22,
笀,平聲,下七,陽,22,
仼,平聲,下七,陽,22,
漟,平聲,下七,陽,22,
姯,平聲,下七,陽,22,
摚,平聲,下七,陽,22,
軭,平聲,下七,陽,22,
莔,平聲,下七,陽,22,
騯,平聲,下七,陽,22,
貥,平聲,下七,陽,22,
仰,平聲,下七,陽,22,
葁,平聲,下七,陽,22,
勆,平聲,下七,陽,22,
崵,平聲,下七,陽,22,
眏,平聲,下七,陽,22,
錩,平聲,下七,陽,22,
鸉,平聲,下七,陽,22,
苀,平聲,下七,陽,22,
鰑,平聲,下七,陽,22,
嵣,平聲,下七,陽,22,
膅,平聲,下七,陽,22,
騿,平聲,下七,陽,22,
眻,平聲,下七,陽,22,
嵻,平聲,下七,陽,22,
閍,平聲,下七,陽,22,
牥,平聲,下七,陽,22,
澢,平聲,下七,陽,22,
趽,平聲,下七,陽,22,
駺,平聲,下七,陽,22,
紻,平聲,下七,陽,22,
柍,平聲,下七,陽,22,
羏,平聲,下七,陽,22,
雵,平聲,下七,陽,22,
抂,平聲,下七,陽,22,
蔁,平聲,下七,陽,22,
胻,平聲,下七,陽,22,
欜,平聲,下七,陽,22,
赯,平聲,下七,陽,22,
獽,平聲,下七,陽,22,
斻,平聲,下七,陽,22,
摪,平聲,下七,陽,22,
淐,平聲,下七,陽,22,
晿,平聲,下七,陽,22,
嫝,平聲,下七,陽,22,
鄺,平聲,下七,陽,22,
嫎,平聲,下七,陽,22,
鋿,平聲,下七,陽,22,
疒,平聲,下七,陽,22,
邡,平聲,下七,陽,22,
婸,平聲,下七,陽,22,
愓,平聲,下七,陽,22,
諹,平聲,下七,陽,22,
㡛,平聲,下七,陽,22,
䍧,平聲,下七,陽,22,
䵼,平聲,下七,陽,22,
䁑,平聲,下七,陽,22,
䀪,平聲,下七,陽,22,
㫄,平聲,下七,陽,22,
䄱,平聲,下七,陽,22,
㽘,平聲,下七,陽,22,
䵃,平聲,下七,陽,22,
㝗,平聲,下七,陽,22,
㞷,平聲,下七,陽,22,
䅛,平聲,下七,陽,22,
䀮,平聲,下七,陽,22,
㙊,平聲,下七,陽,22,
䞹,平聲,下七,陽,22,
䥊,平聲,下七,陽,22,
䝶,平聲,下七,陽,22,
㠵,平聲,下七,陽,22,
䒢,平聲,下七,陽,22,
䛫,平聲,下七,陽,22,
㾿,平聲,下七,陽,22,
䯴,平聲,下七,陽,22,
㐬,平聲,下七,陽,22,
㼺,平聲,下七,陽,22,
㡃,平聲,下七,陽,22,
㼕,平聲,下七,陽,22,
㤚,平聲,下七,陽,22,
㱢,平聲,下七,陽,22,
㑌,平聲,下七,陽,22,
尩,平聲,下七,陽,22,
䲳,平聲,下七,陽,22,
㱂,平聲,下七,陽,22,
䅯,平聲,下七,陽,22,
䩷,平聲,下七,陽,22,
䢢,平聲,下七,陽,22,
㫕,平聲,下七,陽,22,
䍿,平聲,下七,陽,22,
䌅,平聲,下七,陽,22,
㦹,平聲,下七,陽,22,
㵴,平聲,下七,陽,22,
䗉,平聲,下七,陽,22,
㦂,平聲,下七,陽,22,
䪄,平聲,下七,陽,22,
䠙,平聲,下七,陽,22,
䒰,平聲,下七,陽,22,
䭹,平聲,下七,陽,22,
䗅,平聲,下七,陽,22,
䦭,平聲,下七,陽,22,
䯑,平聲,下七,陽,22,
㤺,平聲,下七,陽,22,
䊗,平聲,下七,陽,22,
䣼,平聲,下七,陽,22,
㾠,平聲,下七,陽,22,
䵰,平聲,下七,陽,22,
䬗,平聲,下七,陽,22,
㥬,平聲,下七,陽,22,
䗵,平聲,下七,陽,22,
㢜,平聲,下七,陽,22,
㾮,平聲,下七,陽,22,
㭃,平聲,下七,陽,22,
㹁,平聲,下七,陽,22,
㟍,平聲,下七,陽,22,
䏾,平聲,下七,陽,22,
䍭,平聲,下七,陽,22,
䀚,平聲,下七,陽,22,
㼚,平聲,下七,陽,22,
㨍,平聲,下七,陽,22,
㢃,平聲,下七,陽,22,
䌉,平聲,下七,陽,22,
㜍,平聲,下七,陽,22,
㭿,平聲,下七,陽,22,
䩕,平聲,下七,陽,22,
䧜,平聲,下七,陽,22,
䱀,平聲,下七,陽,22,
㭻,平聲,下七,陽,22,
㮜,平聲,下七,陽,22,
㝩,平聲,下七,陽,22,
䨦,平聲,下七,陽,22,
䮣,平聲,下七,陽,22,
䑟,平聲,下七,陽,22,
䡙,平聲,下七,陽,22,
㽆,平聲,下七,陽,22,
㟄,平聲,下七,陽,22,
䕬,平聲,下七,陽,22,
㲽,平聲,下七,陽,22,
㤃,平聲,下七,陽,22,
䠆,平聲,下七,陽,22,
䖱,平聲,下七,陽,22,
䅣,平聲,下七,陽,22,
䊣,平聲,下七,陽,22,
䅭,平聲,下七,陽,22,
䆡,平聲,下七,陽,22,
㙶,平聲,下七,陽,22,
㑽,平聲,下七,陽,22,
䆲,平聲,下七,陽,22,
䄃,平聲,下七,陽,22,
㶓,平聲,下七,陽,22,
䉎,平聲,下七,陽,22,
䐠,平聲,下七,陽,22,
㝑,平聲,下七,陽,22,
䔗,平聲,下七,陽,22,
䧛,平聲,下七,陽,22,
䌮,平聲,下七,陽,22,
㲥,平聲,下七,陽,22,
㚂,平聲,下七,陽,22,
㿝,平聲,下七,陽,22,
㿶,平聲,下七,陽,22,
䅨,平聲,下七,陽,22,
㹧,平聲,下七,陽,22,
䘕,平聲,下七,陽,22,
䯖,平聲,下七,陽,22,
䳨,平聲,下七,陽,22,
䮖,平聲,下七,陽,22,
䕋,平聲,下七,陽,22,
䗧,平聲,下七,陽,22,
䮲,平聲,下七,陽,22,
㹔,平聲,下七,陽,22,
㩖,平聲,下七,陽,22,
䣘,平聲,下七,陽,22,
㰠,平聲,下七,陽,22,
㽵,平聲,下七,陽,22,
㳾,平聲,下七,陽,22,
䉴,平聲,下七,陽,22,
𩗬,平聲,下七,陽,22,
𤮊,平聲,下七,陽,22,
𥏫,平聲,下七,陽,22,
𥐞,平聲,下七,陽,22,
硭,平聲,下七,陽,22,
𨎩,平聲,下七,陽,22,
𥡃,平聲,下七,陽,22,
𪄲,平聲,下七,陽,22,
𡉉,平聲,下七,陽,22,
𢪇,平聲,下七,陽,22,
𡮎,平聲,下七,陽,22,
𦵧,平聲,下七,陽,22,
𦳝,平聲,下七,陽,22,
𦯌,平聲,下七,陽,22,
𨾔,平聲,下七,陽,22,
𣁼,平聲,下七,陽,22,
𥁃,平聲,下七,陽,22,
𤙢,平聲,下七,陽,22,
生,平聲,下八,庚,23,
聲,平聲,下八,庚,23,
情,平聲,下八,庚,23,
明,平聲,下八,庚,23,
朙,平聲,下八,庚,23,
清,平聲,下八,庚,23,
城,平聲,下八,庚,23,
名,平聲,下八,庚,23,
成,平聲,下八,庚,23,
行,平聲,下八,庚,23,行走
鳴,平聲,下八,庚,23,
平,平聲,下八,庚,23,
輕,平聲,下八,庚,23,
晴,平聲,下八,庚,23,
驚,平聲,下八,庚,23,
兵,平聲,下八,庚,23,
傾,平聲,下八,庚,23,
榮,平聲,下八,庚,23,
程,平聲,下八,庚,23,
橫,平聲,下八,庚,23,縱橫
京,平聲,下八,庚,23,
英,平聲,下八,庚,23,
營,平聲,下八,庚,23,
耕,平聲,下八,庚,23,
迎,平聲,下八,庚,23,
更,平聲,下八,庚,23,
卿,平聲,下八,庚,23,
盟,平聲,下八,庚,23,
纓,平聲,下八,庚,23,
爭,平聲,下八,庚,23,
精,平聲,下八,庚,23,
盈,平聲,下八,庚,23,
兄,平聲,下八,庚,23,
旌,平聲,下八,庚,23,
鶯,平聲,下八,庚,23,
嶸,平聲,下八,庚,23,
征,平聲,下八,庚,23,征伐
瀛,平聲,下八,庚,23,
誠,平聲,下八,庚,23,
楹,平聲,下八,庚,23,
羹,平聲,下八,庚,23,
羮,平聲,下八,庚,23,
荆,平聲,下八,庚,23,
衡,平聲,下八,庚,23,
幷,平聲,下八,庚,23,相從也，合也，兼也
竝,平聲,下八,庚,23,相從也，合也，兼也
笙,平聲,下八,庚,23,
評,平聲,下八,庚,23,
莖,平聲,下八,庚,23,
烹,平聲,下八,庚,23,
鯨,平聲,下八,庚,23,
縈,平聲,下八,庚,23,
觥,平聲,下八,庚,23,
觵,平聲,下八,庚,23,
酲,平聲,下八,庚,23,
箏,平聲,下八,庚,23,
瓊,平聲,下八,庚,23,
氓,平聲,下八,庚,23,
甿,平聲,下八,庚,23,
萌,平聲,下八,庚,23,
嬰,平聲,下八,庚,23,
檠,平聲,下八,庚,23,
𢐧,平聲,下八,庚,23,
庚,平聲,下八,庚,23,
呈,平聲,下八,庚,23,
貞,平聲,下八,庚,23,
撐,平聲,下八,庚,23,
晶,平聲,下八,庚,23,
枰,平聲,下八,庚,23,
坑,平聲,下八,庚,23,
阬,平聲,下八,庚,23,
擎,平聲,下八,庚,23,
亨,平聲,下八,庚,23,
贏,平聲,下八,庚,23,
泓,平聲,下八,庚,23,
塋,平聲,下八,庚,23,
罌,平聲,下八,庚,23,
獰,平聲,下八,庚,23,
頳,平聲,下八,庚,23,
甍,平聲,下八,庚,23,
攖,平聲,下八,庚,23,
眀,平聲,下八,庚,23,
賡,平聲,下八,庚,23,
睛,平聲,下八,庚,23,
粳,平聲,下八,庚,23,
秔,平聲,下八,庚,23,
稉,平聲,下八,庚,23,
宏,平聲,下八,庚,23,
籯,平聲,下八,庚,23,
正,平聲,下八,庚,23,正月
嚶,平聲,下八,庚,23,
鐺,平聲,下八,庚,23,酒鐺、茶鐺
甥,平聲,下八,庚,23,
轟,平聲,下八,庚,23,
櫻,平聲,下八,庚,23,
蘅,平聲,下八,庚,23,
鉦,平聲,下八,庚,23,
鏗,平聲,下八,庚,23,
餳,平聲,下八,庚,23,
嬴,平聲,下八,庚,23,
煢,平聲,下八,庚,23,
琤,平聲,下八,庚,23,
錚,平聲,下八,庚,23,
菁,平聲,下八,庚,23,
盛,平聲,下八,庚,23,盛受
紘,平聲,下八,庚,23,
牲,平聲,下八,庚,23,
盲,平聲,下八,庚,23,
彭,平聲,下八,庚,23,
怦,平聲,下八,庚,23,
坪,平聲,下八,庚,23,
橙,平聲,下八,庚,23,
霙,平聲,下八,庚,23,
禎,平聲,下八,庚,23,
楨,平聲,下八,庚,23,
槍,平聲,下八,庚,23,欃槍
閎,平聲,下八,庚,23,
傖,平聲,下八,庚,23,
瑛,平聲,下八,庚,23,
珩,平聲,下八,庚,23,
丁,平聲,下八,庚,23,
瞠,平聲,下八,庚,23,
黥,平聲,下八,庚,23,
鍧,平聲,下八,庚,23,
鯖,平聲,下八,庚,23,
虻,平聲,下八,庚,23,
棚,平聲,下八,庚,23,
勍,平聲,下八,庚,23,
苹,平聲,下八,庚,23,
訇,平聲,下八,庚,23,
硜,平聲,下八,庚,23,
踁,平聲,下八,庚,23,
韺,平聲,下八,庚,23,
綳,平聲,下八,庚,23,
令,平聲,下八,庚,23,使令
鶄,平聲,下八,庚,23,
鸚,平聲,下八,庚,23,
瑩,平聲,下八,庚,23,
崢,平聲,下八,庚,23,
鼪,平聲,下八,庚,23,
騂,平聲,下八,庚,23,
黌,平聲,下八,庚,23,
瓔,平聲,下八,庚,23,
鶊,平聲,下八,庚,23,
瑩,平聲,下八,庚,23,
檉,平聲,下八,庚,23,
璚,平聲,下八,庚,23,
棖,平聲,下八,庚,23,
祊,平聲,下八,庚,23,
抨,平聲,下八,庚,23,
砰,平聲,下八,庚,23,
脝,平聲,下八,庚,23,
鎗,平聲,下八,庚,23,
猩,平聲,下八,庚,23,
蟶,平聲,下八,庚,23,
搶,平聲,下八,庚,23,搶攘，亂貌。
翃,平聲,下八,庚,23,
瀠,平聲,下八,庚,23,
怔,平聲,下八,庚,23,
儜,平聲,下八,庚,23,
谹,平聲,下八,庚,23,
鬡,平聲,下八,庚,23,
麖,平聲,下八,庚,23,
榜,平聲,下八,庚,23,所以輔弓弩者。
絣,平聲,下八,庚,23,
吰,平聲,下八,庚,23,
弸,平聲,下八,庚,23,
睜,平聲,下八,庚,23,
喤,平聲,下八,庚,23,
伻,平聲,下八,庚,23,
桁,平聲,下八,庚,23,
搒,平聲,下八,庚,23,
挷,平聲,下八,庚,23,
泙,平聲,下八,庚,23,
焭,平聲,下八,庚,23,
睘,平聲,下八,庚,23,
瞪,平聲,下八,庚,23,
哼,平聲,下八,庚,23,
薨,平聲,下八,庚,23,衆也，疾也。
蜻,平聲,下八,庚,23,
趟,平聲,下八,庚,23,
澎,平聲,下八,庚,23,
輣,平聲,下八,庚,23,
栟,平聲,下八,庚,23,
裎,平聲,下八,庚,23,
罃,平聲,下八,庚,23,
鬇,平聲,下八,庚,23,
嬛,平聲,下八,庚,23,
箐,平聲,下八,庚,23,
鍠,平聲,下八,庚,23,
姘,平聲,下八,庚,23,
輷,平聲,下八,庚,23,
頃,平聲,下八,庚,23,
瀯,平聲,下八,庚,23,
宬,平聲,下八,庚,23,
掁,平聲,下八,庚,23,
藑,平聲,下八,庚,23,
洺,平聲,下八,庚,23,
珵,平聲,下八,庚,23,
偵,平聲,下八,庚,23,
遉,平聲,下八,庚,23,
拼,平聲,下八,庚,23,
鍈,平聲,下八,庚,23,
膨,平聲,下八,庚,23,
禜,平聲,下八,庚,23,
鐄,平聲,下八,庚,23,
盯,平聲,下八,庚,23,
蟛,平聲,下八,庚,23,
蟚,平聲,下八,庚,23,
渹,平聲,下八,庚,23,
𥔀,平聲,下八,庚,23,
𢕐,平聲,下八,庚,23,
咣,平聲,下八,庚,23,
濚,平聲,下八,庚,23,
猙,平聲,下八,庚,23,
蠑,平聲,下八,庚,23,
巆,平聲,下八,庚,23,
浤,平聲,下八,庚,23,
閛,平聲,下八,庚,23,
匉,平聲,下八,庚,23,
鈜,平聲,下八,庚,23,
浜,平聲,下八,庚,23,
鉎,平聲,下八,庚,23,
牼,平聲,下八,庚,23,
撜,平聲,下八,庚,23,
諻,平聲,下八,庚,23,
狌,平聲,下八,庚,23,
脭,平聲,下八,庚,23,
醟,平聲,下八,庚,23,
凈,平聲,下八,庚,23,
峸,平聲,下八,庚,23,
猄,平聲,下八,庚,23,
浾,平聲,下八,庚,23,
請,平聲,下八,庚,23,
鴊,平聲,下八,庚,23,
揁,平聲,下八,庚,23,
圊,平聲,下八,庚,23,
擰,平聲,下八,庚,23,
硼,平聲,下八,庚,23,
掙,平聲,下八,庚,23,
磞,平聲,下八,庚,23,
洴,平聲,下八,庚,23,
恲,平聲,下八,庚,23,
耾,平聲,下八,庚,23,
軯,平聲,下八,庚,23,
娙,平聲,下八,庚,23,
牚,平聲,下八,庚,23,
謍,平聲,下八,庚,23,
檸,平聲,下八,庚,23,
鋐,平聲,下八,庚,23,
鄳,平聲,下八,庚,23,
嫇,平聲,下八,庚,23,
誙,平聲,下八,庚,23,
嫈,平聲,下八,庚,23,
汯,平聲,下八,庚,23,
駍,平聲,下八,庚,23,
虰,平聲,下八,庚,23,
鼱,平聲,下八,庚,23,
揘,平聲,下八,庚,23,
晟,平聲,下八,庚,23,
硡,平聲,下八,庚,23,
騯,平聲,下八,庚,23,
眐,平聲,下八,庚,23,
筕,平聲,下八,庚,23,
觲,平聲,下八,庚,23,
蠳,平聲,下八,庚,23,
腈,平聲,下八,庚,23,
彋,平聲,下八,庚,23,
朾,平聲,下八,庚,23,
濴,平聲,下八,庚,23,
賏,平聲,下八,庚,23,
眳,平聲,下八,庚,23,
棦,平聲,下八,庚,23,
瀴,平聲,下八,庚,23,
啨,平聲,下八,庚,23,
炡,平聲,下八,庚,23,
媖,平聲,下八,庚,23,
蘡,平聲,下八,庚,23,
憉,平聲,下八,庚,23,
奟,平聲,下八,庚,23,
鮃,平聲,下八,庚,23,
竑,平聲,下八,庚,23,
佂,平聲,下八,庚,23,
閍,平聲,下八,庚,23,
悙,平聲,下八,庚,23,
鴴,平聲,下八,庚,23,
攍,平聲,下八,庚,23,
鑅,平聲,下八,庚,23,
絾,平聲,下八,庚,23,
棾,平聲,下八,庚,23,
媜,平聲,下八,庚,23,
艵,平聲,下八,庚,23,
萾,平聲,下八,庚,23,
稝,平聲,下八,庚,23,
夐,平聲,下八,庚,23,
摼,平聲,下八,庚,23,
嬫,平聲,下八,庚,23,
挰,平聲,下八,庚,23,
帲,平聲,下八,庚,23,
帡,平聲,下八,庚,23,幄也
埩,平聲,下八,庚,23,
鸉,平聲,下八,庚,23,
苼,平聲,下八,庚,23,
輧,平聲,下八,庚,23,
殅,平聲,下八,庚,23,
憌,平聲,下八,庚,23,
倀,平聲,下八,庚,23,
雃,平聲,下八,庚,23,
摚,平聲,下八,庚,23,
橗,平聲,下八,庚,23,
痭,平聲,下八,庚,23,
嚝,平聲,下八,庚,23,
凔,平聲,下八,庚,23,
琁,平聲,下八,庚,23,
菮,平聲,下八,庚,23,
鑋,平聲,下八,庚,23,
宖,平聲,下八,庚,23,
饓,平聲,下八,庚,23,
鑏,平聲,下八,庚,23,
胻,平聲,下八,庚,23,
儝,平聲,下八,庚,23,
呯,平聲,下八,庚,23,
碤,平聲,下八,庚,23,
鼆,平聲,下八,庚,23,
娍,平聲,下八,庚,23,
廎,平聲,下八,庚,23,
妔,平聲,下八,庚,23,
嵤,平聲,下八,庚,23,
爃,平聲,下八,庚,23,
鎣,平聲,下八,庚,23,
郕,平聲,下八,庚,23,
臤,平聲,下八,庚,23,
蟼,平聲,下八,庚,23,
礯,平聲,下八,庚,23,
殸,平聲,下八,庚,23,
嬣,平聲,下八,庚,23,
聇,平聲,下八,庚,23,
婛,平聲,下八,庚,23,
鑍,平聲,下八,庚,23,
聙,平聲,下八,庚,23,
葏,平聲,下八,庚,23,
筬,平聲,下八,庚,23,
揨,平聲,下八,庚,23,
糽,平聲,下八,庚,23,
阷,平聲,下八,庚,23,
鶧,平聲,下八,庚,23,
銵,平聲,下八,庚,23,
竀,平聲,下八,庚,23,
硑,平聲,下八,庚,23,
碀,平聲,下八,庚,23,
邟,平聲,下八,庚,23,
洐,平聲,下八,庚,23,
俓,平聲,下八,庚,23,
柍,平聲,下八,庚,23,
珹,平聲,下八,庚,23,
寊,平聲,下八,庚,23,
鶁,平聲,下八,庚,23,
霐,平聲,下八,庚,23,
硻,平聲,下八,庚,23,
殌,平聲,下八,庚,23,
赹,平聲,下八,庚,23,
鋞,平聲,下八,庚,23,
湞,平聲,下八,庚,23,
汮,平聲,下八,庚,23,
瓗,平聲,下八,庚,23,
朠,平聲,下八,庚,23,
埥,平聲,下八,庚,23,
篣,平聲,下八,庚,23,
荿,平聲,下八,庚,23,
擏,平聲,下八,庚,23,
姃,平聲,下八,庚,23,
